Date,Demographic_category,Administered_Dose1,Administered_Dose1_pct_known,Administered_Dose1_pct_US,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Series_Complete_Pop_Pct_known,Series_Complete_Pop_Pct_US,Booster_Doses_Vax_pct_agegroup,Booster_Doses_Pop_Pct_known,Booster_Doses_Vax_Pct_US,Booster_Doses_Pop_Pct_known_Last14Days,Booster_Doses_Yes,Booster_Doses_Yes_Last14Days
03/09/2022,Sex_unknown,2261009,0.9,0.9,1530530,,,0.7,0.7,11.7,0.2,0.7,0.2,176819,1667
03/09/2022,Race_eth_NHAIAN,1730818,0.9,0.7,1433605,71.1,58.9,0.9,0.7,43.1,0.7,0.8,0.9,585960,9080
03/09/2022,Age_known,254273423,99.9,99.9,216349889,,,99.9,99.9,45.7,99.9,99.9,99.9,95481156,1070334
03/09/2022,Ages_25-39_yrs,54008175,21.2,21.2,45128028,79,66,20.9,20.9,34.2,16.1,21.6,23.9,15416863,255293
03/09/2022,Ages_<5yrs,48691,0,0,19446,0.2,0.1,0,0,0,0,0,0,0,0
03/09/2022,Race_eth_known,189045596,99.9,74.3,167987241,,,99.9,77.6,52.8,99.9,99.9,99.9,85284697,958020
03/09/2022,Race_eth_NHBlack,19384697,10.3,7.6,16881381,47,41,10,7.8,42.6,8.1,10.1,13.4,6948729,127940
03/09/2022,Sex_Female,131544736,52.2,51.7,112597058,78,66.8,52.4,52,47.9,54.7,52.5,56.5,52177557,603357
03/09/2022,Ages_18-24_yrs,23503785,9.2,9.2,19065602,76.8,62.3,8.8,8.8,29.4,5.9,9.1,11.5,5607501,123514
03/09/2022,Ages_<12yrs,9684230,3.8,3.8,7639283,20,15.8,3.5,3.5,0,0,0,0,0,0
03/09/2022,Race_eth_NHMult_Oth,11260988,6,4.4,10015919,95,95,6,4.6,53.9,6,5.9,6.4,5125623,61468
03/09/2022,Ages_50-64_yrs,58721850,23.1,23.1,51097474,92.2,80.3,23.6,23.6,51.2,27.4,24.5,23,26142464,245689
03/09/2022,Ages_5-11_yrs,9629875,3.8,3.8,7618393,33.5,26.5,3.5,3.5,0,0,0,0,0,0
03/09/2022,Race_eth_NHAsian,12617854,6.7,5,11411055,66.4,60.1,6.8,5.3,66.5,8.3,6.6,9.4,7105197,89861
03/09/2022,Age_unknown,25749,0,0,5955,,,0,0,0,0,0,0,0,0
03/09/2022,Ages_65-74_yrs,33484243,13.2,13.2,29088753,95,91.2,13.4,13.4,65.1,19.8,13.9,8.6,18939871,91895
03/09/2022,Race_eth_NHNHOPI,602628,0.3,0.2,542653,64.9,58.4,0.3,0.3,43.4,0.3,0.3,0.7,223385,6990
03/09/2022,Sex_known,252038163,99.9,99.1,214825314,,,99.9,99.3,46,99.9,99.9,99.9,95304337,1068667
03/09/2022,Ages_40-49_yrs,35001008,13.8,13.8,30092308,85.8,73.8,13.9,13.9,42,13.3,14.4,15.3,12651898,163895
03/09/2022,Race_eth_unknown,65253528,34.5,25.7,48368501,,,28.8,22.4,21.6,12,29.2,11.7,10196459,112314
03/09/2022,Ages_75+_yrs,22689594,8.9,8.9,19587777,95,85.5,9.1,9.1,68.9,14.1,9.4,5.3,13494940,56623
03/09/2022,Race_eth_NHWhite,104463973,55.3,41.1,94503945,52.9,47.9,56.3,43.7,57.6,61.9,56.7,41.2,52765735,394936
03/09/2022,Sex_Male,120493427,47.8,47.4,102228256,73.7,62.5,47.6,47.3,43.8,45.3,47.5,43.5,43126780,465310
03/09/2022,Ages_16-17_yrs,5998015,2.4,2.4,5142441,71.5,61.3,2.4,2.4,27.2,1.5,2.5,3.9,1397471,41651
03/09/2022,US,254299172,,100,216355844,76.6,65.2,,100,45.7,,100,,95481156,1070334
03/09/2022,Ages_12-17_yrs,17180538,6.8,6.8,14650664,67.9,57.9,6.8,6.8,22,3.4,7,12.5,3227619,133425
03/09/2022,Race_eth_Hispanic,38984638,20.6,15.3,33198683,61.1,52.1,19.8,15.3,39.7,14.7,19.6,27.9,12530068,267745
03/09/2022,Ages_12-15_yrs,11182523,4.4,4.4,9508223,66.1,56.2,4.4,4.4,19.2,1.9,4.6,8.6,1830148,91774
03/08/2022,Race_eth_NHNHOPI,602628,0.3,0.2,542653,64.9,58.4,0.3,0.3,43.4,0.3,0.3,0.7,223385,7513
03/08/2022,Ages_5-11_yrs,9629875,3.8,3.8,7618393,33.5,26.5,3.5,3.5,0,0,0,0,0,0
03/08/2022,Ages_75+_yrs,22689594,8.9,8.9,19587777,95,85.5,9.1,9.1,68.9,14.1,9.4,5.4,13494940,65459
03/08/2022,Sex_known,252038163,99.9,99.1,214825314,,,99.9,99.3,46,99.9,99.9,99.9,95304337,1210092
03/08/2022,Ages_65-74_yrs,33484243,13.2,13.2,29088753,95,91.2,13.4,13.4,65.1,19.8,13.9,8.7,18939871,105393
03/08/2022,Race_eth_Hispanic,38984638,20.6,15.3,33198683,61.1,52.1,19.8,15.3,39.7,14.7,19.6,27.9,12530068,302254
03/08/2022,US,254299172,,100,216355844,76.6,65.2,,100,45.7,,100,,95481156,1212173
03/08/2022,Race_eth_unknown,65253528,34.5,25.7,48368501,,,28.8,22.4,21.6,12,29.2,12,10196459,129512
03/08/2022,Sex_unknown,2261009,0.9,0.9,1530530,,,0.7,0.7,11.7,0.2,0.7,0.2,176819,2081
03/08/2022,Race_eth_NHWhite,104463973,55.3,41.1,94503945,52.9,47.9,56.3,43.7,57.6,61.9,56.7,41.3,52765735,447638
03/08/2022,Ages_50-64_yrs,58721850,23.1,23.1,51097474,92.2,80.3,23.6,23.6,51.2,27.4,24.5,23,26142464,278784
03/08/2022,Ages_12-15_yrs,11182523,4.4,4.4,9508223,66.1,56.2,4.4,4.4,19.2,1.9,4.6,8.5,1830148,102683
03/08/2022,Age_known,254273423,99.9,99.9,216349889,,,99.9,99.9,45.7,99.9,99.9,99.9,95481156,1212173
03/08/2022,Ages_<5yrs,48691,0,0,19446,0.2,0.1,0,0,0,0,0,0,0,0
03/08/2022,Ages_<12yrs,9684230,3.8,3.8,7639283,20,15.8,3.5,3.5,0,0,0,0,0,0
03/08/2022,Ages_12-17_yrs,17180538,6.8,6.8,14650664,67.9,57.9,6.8,6.8,22,3.4,7,12.3,3227619,149582
03/08/2022,Sex_Female,131544736,52.2,51.7,112597058,78,66.8,52.4,52,47.9,54.7,52.5,56.4,52177557,682995
03/08/2022,Ages_25-39_yrs,54008175,21.2,21.2,45128028,79,66,20.9,20.9,34.2,16.1,21.6,23.8,15416863,288690
03/08/2022,Sex_Male,120493427,47.8,47.4,102228256,73.7,62.5,47.6,47.3,43.8,45.3,47.5,43.6,43126780,527097
03/08/2022,Ages_18-24_yrs,23503785,9.2,9.2,19065602,76.8,62.3,8.8,8.8,29.4,5.9,9.1,11.5,5607501,139138
03/08/2022,Age_unknown,25749,0,0,5955,,,0,0,0,0,0,0,0,0
03/08/2022,Race_eth_known,189045596,99.9,74.3,167987241,,,99.9,77.6,52.8,99.9,99.9,99.9,85284697,1082661
03/08/2022,Ages_16-17_yrs,5998015,2.4,2.4,5142441,71.5,61.3,2.4,2.4,27.2,1.5,2.5,3.9,1397471,46899
03/08/2022,Race_eth_NHAIAN,1730818,0.9,0.7,1433605,71.1,58.9,0.9,0.7,43.1,0.7,0.8,1,585960,10503
03/08/2022,Ages_40-49_yrs,35001008,13.8,13.8,30092308,85.8,73.8,13.9,13.9,42,13.3,14.4,15.3,12651898,185127
03/08/2022,Race_eth_NHBlack,19384697,10.3,7.6,16881381,47,41,10,7.8,42.6,8.1,10.1,13.4,6948729,145388
03/08/2022,Race_eth_NHAsian,12617854,6.7,5,11411055,66.4,60.1,6.8,5.3,66.5,8.3,6.6,9.3,7105197,100447
03/08/2022,Race_eth_NHMult_Oth,11260988,6,4.4,10015919,95,95,6,4.6,53.9,6,5.9,6.4,5125623,68918
03/07/2022,Race_eth_NHWhite,104463178,55.3,41.1,94503030,52.9,47.9,56.3,43.7,57.6,61.9,56.7,41.5,52763764,500649
03/07/2022,Ages_5-11_yrs,9628809,3.8,3.8,7616877,33.5,26.5,3.5,3.5,0,0,0,0,0,0
03/07/2022,Ages_50-64_yrs,58721277,23.1,23.1,51096998,92.2,80.3,23.6,23.6,51.2,27.4,24.5,23,26140486,311018
03/07/2022,Ages_12-15_yrs,11182151,4.4,4.4,9507778,66.1,56.2,4.4,4.4,19.2,1.9,4.6,8.4,1829684,113569
03/07/2022,Sex_unknown,2260998,0.9,0.9,1530515,,,0.7,0.7,11.7,0.2,0.7,0.2,176807,2354
03/07/2022,Ages_75+_yrs,22689454,8.9,8.9,19587681,95,85.5,9.1,9.1,68.9,14.1,9.4,5.5,13494355,74891
03/07/2022,Race_eth_known,189041835,99.9,74.3,167983302,,,99.9,77.6,52.8,99.9,99.9,99.9,85278233,1205874
03/07/2022,Age_unknown,25749,0,0,5955,,,0,0,0,0,0,0,0,0
03/07/2022,US,254294310,,100,216350910,76.6,65.2,,100,45.7,,100,,95473472,1349866
03/07/2022,Ages_40-49_yrs,35000473,13.8,13.8,30091847,85.8,73.8,13.9,13.9,42,13.3,14.4,15.2,12650706,205237
03/07/2022,Age_known,254268561,99.9,99.9,216344955,,,99.9,99.9,45.7,99.9,99.9,99.9,95473472,1349866
03/07/2022,Race_eth_NHNHOPI,602540,0.3,0.2,542630,64.9,58.4,0.3,0.3,43.4,0.3,0.3,0.7,223354,8498
03/07/2022,Ages_16-17_yrs,5997802,2.4,2.4,5142291,71.5,61.3,2.4,2.4,27.2,1.5,2.5,3.9,1397229,52158
03/07/2022,Ages_<5yrs,48669,0,0,19445,0.2,0.1,0,0,0,0,0,0,0,0
03/07/2022,Race_eth_NHMult_Oth,11260832,6,4.4,10015696,95,95,6,4.6,53.9,6,5.9,6.3,5125173,76217
03/07/2022,Sex_Male,120491102,47.8,47.4,102225871,73.7,62.5,47.6,47.3,43.8,45.3,47.5,43.6,43123264,587950
03/07/2022,Race_eth_unknown,65252427,34.5,25.7,48367506,,,28.8,22.4,21.6,12,29.2,11.9,10195239,143992
03/07/2022,Race_eth_Hispanic,38982923,20.6,15.3,33196976,61.1,52.1,19.8,15.3,39.7,14.7,19.6,27.8,12527913,335341
03/07/2022,Race_eth_NHBlack,19383943,10.3,7.6,16880483,47,41,10,7.8,42.6,8.1,10.1,13.5,6947422,162427
03/07/2022,Ages_65-74_yrs,33484018,13.2,13.2,29088582,95,91.2,13.4,13.4,65.1,19.8,13.9,8.8,18938938,119044
03/07/2022,Ages_18-24_yrs,23503238,9.2,9.2,19065094,76.8,62.3,8.8,8.8,29.4,5.9,9.1,11.5,5606851,154593
03/07/2022,Race_eth_NHAsian,12617622,6.7,5,11410905,66.4,60.1,6.8,5.3,66.5,8.3,6.6,9.2,7104671,111018
03/07/2022,Ages_12-17_yrs,17179953,6.8,6.8,14650069,67.9,57.9,6.8,6.8,22,3.4,7,12.3,3226913,165727
03/07/2022,Sex_known,252033312,99.9,99.1,214820395,,,99.9,99.3,46,99.9,99.9,99.9,95296665,1347512
03/07/2022,Race_eth_NHAIAN,1730797,0.9,0.7,1433582,71.1,58.9,0.9,0.7,43.1,0.7,0.8,1,585936,11724
03/07/2022,Sex_Female,131542210,52.2,51.7,112594524,78,66.8,52.4,52,47.9,54.7,52.5,56.4,52173401,759562
03/07/2022,Ages_<12yrs,9683140,3.8,3.8,7637765,20,15.8,3.5,3.5,0,0,0,0,0,0
03/07/2022,Ages_25-39_yrs,54007008,21.2,21.2,45126919,79,66,20.9,20.9,34.2,16.1,21.6,23.7,15415223,319356
03/06/2022,Sex_known,252000136,99.9,99.1,214789125,,,99.9,99.3,46,99.9,99.9,99.9,95241562,1437376
03/06/2022,Ages_75+_yrs,22688655,8.9,8.9,19587039,95,85.5,9.1,9.1,68.9,14.1,9.4,5.6,13490744,80951
03/06/2022,Ages_12-17_yrs,17176629,6.8,6.8,14646703,67.9,57.9,6.8,6.8,22,3.4,7,12.4,3220981,178202
03/06/2022,Ages_50-64_yrs,58717151,23.1,23.1,51093658,92.2,80.3,23.6,23.6,51.1,27.4,24.5,23,26127097,331548
03/06/2022,Race_eth_known,189015970,99.9,74.3,167957111,,,99.9,77.6,52.8,99.9,99.9,99.9,85228606,1286218
03/06/2022,Age_unknown,25746,0,0,5955,,,0,0,0,0,0,0,0,0
03/06/2022,Ages_<5yrs,48266,0,0,19156,0.2,0.1,0,0,0,0,0,0,0,0
03/06/2022,Race_eth_NHNHOPI,602414,0.3,0.2,542517,64.9,58.4,0.3,0.3,43.4,0.3,0.3,0.7,223173,8806
03/06/2022,Race_eth_unknown,65244928,34.5,25.7,48362348,,,28.8,22.4,21.6,12,29.2,12,10189684,153755
03/06/2022,Race_eth_NHBlack,19379705,10.3,7.6,16875659,47,40.9,10,7.8,42.5,8.1,10.1,13.4,6940349,172963
03/06/2022,Ages_65-74_yrs,33482518,13.2,13.2,29087481,95,91.2,13.4,13.4,65.1,19.8,13.9,8.9,18933223,128111
03/06/2022,Age_known,254235200,99.9,99.9,216313606,,,99.9,99.9,45.7,99.9,99.9,99.9,95418290,1439973
03/06/2022,Sex_Female,131525406,52.2,51.7,112578120,78,66.8,52.4,52,47.9,54.7,52.5,56.3,52143033,809551
03/06/2022,Ages_16-17_yrs,5996736,2.4,2.4,5141296,71.5,61.3,2.4,2.4,27.1,1.5,2.5,3.9,1395301,56043
03/06/2022,Race_eth_Hispanic,38973483,20.6,15.3,33187590,61.1,52.1,19.8,15.3,39.6,14.7,19.6,27.9,12514629,358894
03/06/2022,Race_eth_NHAIAN,1730436,0.9,0.7,1433225,71.1,58.9,0.9,0.7,43.1,0.7,0.8,1,585336,12466
03/06/2022,Race_eth_NHMult_Oth,11259341,6,4.4,10014022,95,95,6,4.6,53.9,6,5.9,6.3,5121756,80702
03/06/2022,Ages_<12yrs,9676198,3.8,3.8,7628878,20,15.7,3.5,3.5,0,0,0,0,0,0
03/06/2022,Ages_12-15_yrs,11179893,4.4,4.4,9505407,66.1,56.2,4.4,4.4,19.2,1.9,4.6,8.5,1825680,122159
03/06/2022,Sex_unknown,2260810,0.9,0.9,1530436,,,0.7,0.7,11.7,0.2,0.7,0.2,176728,2597
03/06/2022,US,254260946,,100,216319561,76.6,65.2,,100,45.7,,100,,95418290,1439973
03/06/2022,Ages_40-49_yrs,34996918,13.8,13.8,30088728,85.8,73.8,13.9,13.9,42,13.2,14.4,15.2,12642639,218377
03/06/2022,Ages_25-39_yrs,53998749,21.2,21.2,45119886,79,66,20.9,20.9,34.1,16.1,21.6,23.5,15402861,338962
03/06/2022,Race_eth_NHWhite,104454906,55.3,41.1,94494489,52.9,47.9,56.3,43.7,57.6,61.9,56.7,41.5,52742997,534326
03/06/2022,Ages_5-11_yrs,9622270,3.8,3.8,7608280,33.5,26.5,3.5,3.5,0,0,0,0,0,0
03/06/2022,Race_eth_NHAsian,12615685,6.7,5,11409609,66.4,60.1,6.8,5.3,66.5,8.3,6.6,9.2,7100366,118061
03/06/2022,Sex_Male,120474730,47.8,47.4,102211005,73.7,62.5,47.6,47.3,43.8,45.3,47.5,43.7,43098529,627825
03/06/2022,Ages_18-24_yrs,23498382,9.2,9.2,19061233,76.8,62.3,8.8,8.8,29.4,5.9,9.1,11.4,5600745,163822
03/05/2022,Race_eth_NHAsian,12614097,6.7,5,11408338,66.4,60.1,6.8,5.3,66.5,8.3,6.6,9.1,7097000,125582
03/05/2022,Ages_65-74_yrs,33481801,13.2,13.2,29087027,95,91.2,13.4,13.4,65.1,19.8,13.9,9,18931407,138464
03/05/2022,Ages_40-49_yrs,34994161,13.8,13.8,30086782,85.8,73.8,13.9,13.9,42,13.2,14.4,15.1,12637609,232172
03/05/2022,Ages_12-17_yrs,17174069,6.8,6.8,14643822,67.9,57.9,6.8,6.8,22,3.4,7,12.7,3215583,195356
03/05/2022,Ages_75+_yrs,22688327,8.9,8.9,19586822,95,85.5,9.1,9.1,68.9,14.1,9.4,5.7,13489708,87388
03/05/2022,US,254237171,,100,216298257,76.6,65.1,,100,45.7,,100,,95386061,1542415
03/05/2022,Race_eth_known,188997330,99.9,74.3,167938696,,,99.9,77.6,52.8,99.9,99.9,99.9,85199269,1378097
03/05/2022,Sex_unknown,2260775,0.9,0.9,1530414,,,0.7,0.7,11.7,0.2,0.7,0.2,176707,2753
03/05/2022,Ages_<12yrs,9672041,3.8,3.8,7623010,19.9,15.7,3.5,3.5,0,0,0,0,0,0
03/05/2022,Ages_50-64_yrs,58714537,23.1,23.1,51091816,92.2,80.3,23.6,23.6,51.1,27.4,24.5,23.1,26120539,355662
03/05/2022,Ages_25-39_yrs,53991919,21.2,21.2,45114865,78.9,66,20.9,20.9,34.1,16.1,21.6,23.3,15394680,359402
03/05/2022,Race_eth_NHWhite,104449214,55.3,41.1,94488383,52.9,47.9,56.3,43.7,57.6,61.9,56.7,41.9,52730793,576761
03/05/2022,Race_eth_NHAIAN,1730344,0.9,0.7,1433102,71.1,58.8,0.9,0.7,43.1,0.7,0.8,0.9,585180,12909
03/05/2022,Sex_Female,131513271,52.2,51.7,112567159,78,66.8,52.4,52,47.9,54.7,52.5,56.4,52125532,867746
03/05/2022,Age_known,254211425,99.9,99.9,216292302,,,99.9,99.9,45.7,99.9,99.9,99.9,95386061,1542415
03/05/2022,Ages_16-17_yrs,5995902,2.4,2.4,5140416,71.5,61.3,2.4,2.4,27.1,1.5,2.5,4,1393554,61465
03/05/2022,Race_eth_Hispanic,38965543,20.6,15.3,33180742,61.1,52,19.8,15.3,39.6,14.7,19.6,27.7,12506399,381096
03/05/2022,Sex_Male,120463125,47.8,47.4,102200684,73.7,62.5,47.6,47.2,43.8,45.3,47.5,43.6,43083822,671916
03/05/2022,Sex_known,251976396,99.9,99.1,214767843,,,99.9,99.3,46,99.9,99.9,99.9,95209354,1539662
03/05/2022,Ages_12-15_yrs,11178167,4.4,4.4,9503406,66.1,56.2,4.4,4.4,19.2,1.9,4.6,8.7,1822029,133891
03/05/2022,Race_eth_unknown,65239793,34.5,25.7,48359459,,,28.8,22.4,21.6,12,29.2,11.9,10186792,164318
03/05/2022,Race_eth_NHNHOPI,602336,0.3,0.2,542455,64.9,58.4,0.3,0.3,43.4,0.3,0.3,0.7,223080,9182
03/05/2022,Race_eth_NHBlack,19377319,10.3,7.6,16872673,47,40.9,10,7.8,42.5,8.1,10.1,13.5,6936830,185825
03/05/2022,Race_eth_NHMult_Oth,11258477,6,4.4,10013003,95,95,6,4.6,53.8,6,5.9,6.3,5119987,86742
03/05/2022,Ages_<5yrs,48083,0,0,19011,0.2,0.1,0,0,0,0,0,0,0,0
03/05/2022,Ages_18-24_yrs,23494570,9.2,9.2,19058158,76.8,62.3,8.8,8.8,29.4,5.9,9.1,11.3,5596535,173971
03/05/2022,Ages_5-11_yrs,9618297,3.8,3.8,7602558,33.5,26.4,3.5,3.5,0,0,0,0,0,0
03/05/2022,Age_unknown,25746,0,0,5955,,,0,0,0,0,0,0,0,0
03/04/2022,Sex_Female,131489392,52.2,51.7,112543643,78,66.8,52.4,52,47.9,54.7,52.5,56.3,52086853,863815
03/04/2022,Ages_18-24_yrs,23488649,9.2,9.2,19053520,76.8,62.3,8.8,8.8,29.3,5.9,9.1,11.4,5589182,174348
03/04/2022,Ages_16-17_yrs,5994221,2.4,2.4,5138767,71.4,61.3,2.4,2.4,27,1.5,2.5,4,1389622,61471
03/04/2022,Ages_75+_yrs,22687625,8.9,8.9,19586396,95,85.5,9.1,9.1,68.9,14.2,9.4,5.7,13487381,86821
03/04/2022,Sex_known,251930152,99.9,99.1,214721812,,,99.9,99.3,45.9,99.9,99.9,99.9,95139730,1533080
03/04/2022,Race_eth_NHAIAN,1730163,0.9,0.7,1432913,71,58.8,0.9,0.7,43.1,0.7,0.8,0.9,584882,12866
03/04/2022,Ages_<12yrs,9660668,3.8,3.8,7605596,19.9,15.7,3.5,3.5,0,0,0,0,0,0
03/04/2022,Ages_12-17_yrs,17168376,6.8,6.8,14637445,67.8,57.8,6.8,6.8,21.9,3.4,7,12.7,3202213,194673
03/04/2022,Sex_unknown,2260668,0.9,0.9,1530362,,,0.7,0.7,11.7,0.2,0.7,0.2,176653,2799
03/04/2022,Race_eth_NHNHOPI,602114,0.3,0.2,542081,64.8,58.4,0.3,0.3,43.2,0.3,0.3,0.6,221848,8152
03/04/2022,Ages_65-74_yrs,33480459,13.2,13.2,29086107,95,91.2,13.5,13.5,65.1,19.9,13.9,9,18927076,137476
03/04/2022,Ages_25-39_yrs,53980791,21.2,21.2,45106223,78.9,66,20.9,20.9,34.1,16.1,21.6,23.3,15378808,358286
03/04/2022,Ages_5-11_yrs,9607330,3.8,3.8,7585544,33.4,26.4,3.5,3.5,0,0,0,0,0,0
03/04/2022,Age_unknown,25745,0,0,5955,,,0,0,0,0,0,0,0,0
03/04/2022,Ages_40-49_yrs,34989173,13.8,13.8,30082992,85.8,73.8,13.9,13.9,42,13.2,14.4,15,12626713,230985
03/04/2022,Race_eth_NHMult_Oth,11256432,6,4.4,10010366,95,95,6,4.6,53.8,6,5.9,6.3,5115854,85966
03/04/2022,Race_eth_NHWhite,104439050,55.3,41.1,94476520,52.9,47.9,56.3,43.7,57.6,61.9,56.7,42,52706671,576146
03/04/2022,Race_eth_Hispanic,38950463,20.6,15.3,33165873,61.1,52,19.8,15.3,39.6,14.7,19.6,27.6,12488529,378736
03/04/2022,Race_eth_unknown,65229455,34.5,25.7,48352424,,,28.8,22.4,21.6,12,29.2,11.8,10179511,162628
03/04/2022,Age_known,254165075,99.9,99.9,216246219,,,99.9,99.9,45.7,99.9,99.9,99.9,95316383,1535879
03/04/2022,Race_eth_NHAsian,12610772,6.7,5,11405404,66.4,60,6.8,5.3,66.4,8.3,6.6,9.2,7089983,126556
03/04/2022,Sex_Male,120440760,47.8,47.4,102178169,73.7,62.5,47.6,47.2,43.8,45.3,47.5,43.7,43052877,669265
03/04/2022,Race_eth_known,188961317,99.9,74.3,167899648,,,99.9,77.6,52.7,99.9,99.9,99.9,85136872,1373251
03/04/2022,Ages_12-15_yrs,11174155,4.4,4.4,9498678,66.1,56.2,4.4,4.4,19.1,1.9,4.6,8.7,1812591,133202
03/04/2022,US,254190820,,100,216252174,76.6,65.1,,100,45.7,,100,,95316383,1535879
03/04/2022,Ages_<5yrs,47680,0,0,18612,0.2,0.1,0,0,0,0,0,0,0,0
03/04/2022,Ages_50-64_yrs,58709334,23.1,23.1,51087940,92.2,80.3,23.6,23.6,51.1,27.4,24.5,23,26105010,353290
03/04/2022,Race_eth_NHBlack,19372323,10.3,7.6,16866491,47,40.9,10,7.8,42.5,8.1,10.1,13.5,6929105,184829
03/03/2022,Ages_16-17_yrs,5991955,2.4,2.4,5136404,71.4,61.2,2.4,2.4,27,1.5,2.5,4.1,1384396,62881
03/03/2022,Sex_Male,120406792,47.8,47.4,102141436,73.7,62.5,47.6,47.2,43.7,45.3,47.5,43.7,42998632,667053
03/03/2022,Ages_75+_yrs,22686000,8.9,8.9,19585234,95,85.5,9.1,9.1,68.8,14.2,9.4,5.5,13480888,83938
03/03/2022,Race_eth_NHAIAN,1729440,0.9,0.7,1431971,71,58.8,0.9,0.7,43,0.7,0.8,0.9,583659,12079
03/03/2022,Ages_40-49_yrs,34981755,13.8,13.8,30076119,85.8,73.7,13.9,13.9,41.9,13.2,14.4,15.1,12607477,230365
03/03/2022,Race_eth_NHAsian,12606386,6.7,5,11401221,66.4,60,6.8,5.3,66.3,8.3,6.6,9.5,7079715,130350
03/03/2022,Age_unknown,25741,0,0,5955,,,0,0,0,0,0,0,0,0
03/03/2022,Ages_65-74_yrs,33477608,13.2,13.2,29083894,95,91.2,13.5,13.5,65,19.9,13.9,8.7,18916113,133553
03/03/2022,US,254118595,,100,216173697,76.5,65.1,,100,45.6,,100,,95190373,1527672
03/03/2022,Ages_50-64_yrs,58700810,23.1,23.1,51080531,92.2,80.2,23.6,23.6,51,27.4,24.5,23,26075421,350614
03/03/2022,Race_eth_NHMult_Oth,11253373,6,4.4,10006282,95,95,6,4.6,53.7,6,5.9,6.2,5108468,85341
03/03/2022,Ages_18-24_yrs,23479429,9.2,9.2,19045146,76.8,62.3,8.8,8.8,29.3,5.9,9.1,11.4,5576345,173827
03/03/2022,Race_eth_known,188906537,99.9,74.3,167834678,,,99.9,77.6,52.7,99.9,99.9,99.9,85025833,1367862
03/03/2022,Ages_5-11_yrs,9590556,3.8,3.8,7558744,33.4,26.3,3.5,3.5,0,0,0,0,0,0
03/03/2022,Age_known,254092854,99.9,99.9,216167742,,,99.9,99.9,45.6,99.9,99.9,99.9,95190373,1527672
03/03/2022,Ages_<12yrs,9643032,3.8,3.8,7578051,19.9,15.6,3.5,3.5,0,0,0,0,0,0
03/03/2022,Race_eth_Hispanic,38929958,20.6,15.3,33142973,61.1,52,19.7,15.3,39.5,14.7,19.5,27.8,12459075,380788
03/03/2022,Sex_unknown,2260285,0.9,0.9,1530186,,,0.7,0.7,11.7,0.2,0.7,0.2,176481,2778
03/03/2022,Sex_known,251858310,99.9,99.1,214643511,,,99.9,99.3,45.9,99.9,99.9,99.9,95013892,1524894
03/03/2022,Ages_25-39_yrs,53963513,21.2,21.2,45090737,78.9,65.9,20.9,20.9,34,16.1,21.6,23.3,15349558,355327
03/03/2022,Ages_12-15_yrs,11168752,4.4,4.4,9491626,66,56.1,4.4,4.4,19,1.9,4.6,9,1800175,137167
03/03/2022,Ages_12-17_yrs,17160707,6.8,6.8,14628030,67.8,57.8,6.8,6.8,21.8,3.3,7,13.1,3184571,200048
03/03/2022,Ages_<5yrs,46820,0,0,17867,0.2,0.1,0,0,0,0,0,0,0,0
03/03/2022,Sex_Female,131451518,52.2,51.7,112502075,78,66.7,52.4,52,47.8,54.7,52.5,56.3,52015260,857841
03/03/2022,Race_eth_NHWhite,104421683,55.3,41.1,94454467,52.9,47.9,56.3,43.7,57.5,61.9,56.7,41.5,52658670,567776
03/03/2022,Race_eth_NHBlack,19363947,10.3,7.6,16855997,47,40.9,10,7.8,42.4,8.1,10.1,13.4,6915013,183545
03/03/2022,Race_eth_NHNHOPI,601750,0.3,0.2,541767,64.8,58.3,0.3,0.3,43.1,0.3,0.3,0.6,221233,7983
03/03/2022,Race_eth_unknown,65212010,34.5,25.7,48338917,,,28.8,22.4,21.5,12,29.2,11.7,10164540,159810
03/02/2022,Sex_Female,131420501,52.2,51.7,112469494,78,66.7,52.4,52,47.8,54.7,52.5,56.6,51958625,938193
03/02/2022,Race_eth_NHAIAN,1728702,0.9,0.7,1431146,71,58.8,0.9,0.7,42.9,0.7,0.8,0.9,582607,12818
03/02/2022,Race_eth_NHWhite,104406916,55.3,41.1,94436822,52.9,47.9,56.3,43.7,57.5,62,56.7,41.5,52619472,615018
03/02/2022,Ages_40-49_yrs,34975401,13.8,13.8,30070479,85.7,73.7,13.9,13.9,41.9,13.2,14.4,15.2,12592467,253112
03/02/2022,Sex_known,251798827,99.9,99.1,214581940,,,99.9,99.3,45.8,99.9,99.9,99.9,94913147,1657820
03/02/2022,Age_unknown,25739,0,0,5954,,,0,0,0,0,0,0,0,0
03/02/2022,Ages_5-11_yrs,9578694,3.8,3.8,7540204,33.3,26.2,3.5,3.5,0,0,0,0,0,0
03/02/2022,Ages_18-24_yrs,23470602,9.2,9.2,19037537,76.7,62.2,8.8,8.8,29.2,5.9,9.1,11.2,5565390,185431
03/02/2022,Sex_unknown,2259854,0.9,0.9,1530035,,,0.7,0.7,11.6,0.2,0.7,0.2,176333,3155
03/02/2022,US,254058681,,100,216111975,76.5,65.1,,100,45.6,,100,,95089480,1660975
03/02/2022,Race_eth_unknown,65197754,34.5,25.7,48328123,,,28.8,22.4,21.5,12,29.2,12,10152943,178405
03/02/2022,Ages_<5yrs,46177,0,0,17381,0.2,0.1,0,0,0,0,0,0,0,0
